ID_Cliente	N_pedidos	Valor	Dist_m_restaurante	Tempo_m_entrega
1011137	10	4955	1.9	40
1011147	1	471	3.6	39
1011204	1	90	1.8	44
1011341	1	748	4.2	63
1011735	2	560	3.9	37
1011750	1	26	3.5	47
1011835	3	283	2.8	26
1012006	1	113	3.3	38
1012299	1	42	4.5	22
1012409	17	6509	1.1	35
1012755	2	487	1.5	49
1012896	1	115	3.8	37
1013340	2	777	2.8	45
1013394	3	1355	3.9	30
1013415	2	508	2.1	31
1013550	1	175	3.2	17
1013629	1	2198	3.7	38
1013810	1	412	0.9	22
1014217	1	99	2.1	20
1014228	1	789	2	26
1014243	1	72	1.8	41
1014324	1	1429	1.9	19
1014552	2	489	2.6	35
1014671	1	10	1.3	43
1014715	1	294	2.5	49
1014734	2	3202	1.2	45
1014965	1	463	1.7	23
1015003	1	686	3.8	51
1015036	2	982	0.8	44
1015267	1	513	1.2	15
1015291	1	1923	1.9	61
1015671	2	884	2.1	19
1015759	1	294	2.7	50
1015960	1	187	1.1	19
1016024	1	615	3.2	19
1016106	7	4168	1.1	29
1016817	1	135	2.2	58
1016914	1	207	1.1	28
1017054	1	1159	3.6	29
1017204	3	135	2.4	41
1017226	1	10	0.5	18
1017405	2	74	1.2	17
1017499	1	845	1.4	34
1017818	1	27	4.6	61
1017822	1	609	0.9	17
1017989	1	192	2.5	39
1018103	1	242	1.3	29
1018104	1	1255	2.4	61
1018309	1	98	0.5	37
1018330	1	66	0	34
1018396	1	10	2.2	56
1018400	1	973	1.8	23
1018433	1	238	0.8	25
1018464	1	222	3.9	18
1018559	1	352	2.9	31
1018669	1	16	2.3	38
1019064	2	626	2.9	45
1019718	3	2281	3.2	22
1019767	1	675	2.2	15
1019824	1	605	0.8	43
1020067	5	2355	0	28
1020245	2	360	2.8	28
1020505	1	493	3.2	38
1020586	1	208	3	55
1020760	1	261	0.4	43
1020871	1	222	3.3	43
1021164	1	250	3.4	50
1021290	1	220	2.4	30
1021636	1	21	1.7	29
1021872	1	574	2.2	18
1021883	1	238	3.6	52
1021902	2	1130	2.7	38
1022380	3	382	3.3	19
1022428	1	409	1.3	15
1022730	1	242	3.1	58
1022997	1	409	3.8	30
1023792	4	893	2.1	28
1024037	1	783	1.3	16
1024409	1	327	2.5	50
1024517	1	193	1.2	16
1024579	1	461	1.8	25
1024613	1	96	0.4	25
1024622	1	297	4.5	36
1024639	1	320	1.5	49
1024642	1	630	2.2	24
1024851	1	231	1.3	32
1024953	1	176	1.4	42
1024988	1	587	2.9	19
1024999	2	20	1.3	26
1025005	1	2066	1.2	44
1025022	1	22	3.8	23
1025428	121	45672	1.8	51
1025454	2	117	3.2	34
1025504	3	1574	3.5	37
1025549	2	338	2.4	36
1025664	3	170	2.5	42
1025792	1	745	1.5	16
1026436	1	36	0.8	35
1026506	4	1210	1.8	19
1026536	3	1638	1.2	24
1026734	1	43	1.5	38
1027023	3	4968	3.8	59
1027427	1	147	3	54
1027519	16	5036	2.6	58
1027554	2	408	3.4	22
1027601	1	406	2.7	54
1027987	1	817	3.7	54
1027999	1	91	0.7	16
1028125	1	31	2.6	19
1028144	2	1164	4.3	50
1028324	5	2465	2.3	34
1029013	2	980	0.7	46
1029025	17	2566	2.9	51
1029106	1	205	1.3	37
1029144	1	724	2.4	30
1029423	1	230	3.4	30
1029453	2	1816	0.2	34
1029558	1	366	3.4	37
1030108	1	257	3.5	26
1030245	1	396	3.6	47
1030367	1	121	2.9	59
1030563	1	323	2.4	52
1030592	3	374	0.5	21
1030612	1	618	2.9	26
1030680	1	622	2.9	53
1030762	1	180	3.6	34
1030826	2	962	1.4	24
1030871	1	465	3.2	19
1030952	2	2393	1.8	53
1031022	1	747	2	40
1031207	1	399	3.6	41
1031598	2	19	1	20
1031720	1	408	3.3	51
1031796	1	393	2.2	26
1032009	1	188	1.1	28
1032361	1	197	2.3	20
1032487	3	1284	3.4	22
1032608	3	543	2	43
1032774	3	1272	1.8	31
1032944	2	1258	3	46
1033654	3	222	2.7	25
1033772	5	1337	1	37
1033916	1	856	0.6	37
1033922	2	992	1.7	42
1034029	1	626	3.8	33
1034330	2	135	2.9	20
1034385	3	964	1.8	22
1034652	2	289	3.4	17
1034807	1	549	4.4	26
1034931	1	800	1	33
1035026	2	699	1.1	21
1035092	1	328	4.1	49
1035186	1	112	1.6	27
1035189	1	1036	2.7	38
1035427	2	567	3.6	32
1035491	1	481	0.5	24
1035815	3	1361	2.7	18
1035816	2	162	2.2	30
1036076	2	36	0.7	48
1036286	1	227	3.5	43
1036471	2	524	0.6	49
1036527	2	660	3.4	46
1036571	1	339	0.6	30
1036594	6	1806	1.8	22
1036659	4	1360	1	39
1036865	1	101	2.9	33
1036987	2	804	2.9	33
1037034	1	179	2.9	39
1037070	3	675	2.4	40
1037074	1	142	3.2	18
1037253	1	427	4	22
1037532	21	13342	2.3	41
1037590	2	484	1.7	37
1038010	20	3735	0.8	48
1038069	1	148	4.3	60
1038092	1	432	2.6	28
1038138	1	649	3.1	45
1038364	1	207	1.3	38
1038399	2	2516	1.3	44
1038552	3	96	3.7	49
1039113	1	331	4.5	43
1039153	1	439	2.9	55
1039228	3	3256	2.2	19
1039332	1	717	0.9	46
1039422	1	254	3	37
1039448	1	119	4.1	22
1039521	1	260	4.6	28
1039536	1	136	3.5	26
1039631	1	537	1.3	25
1039770	1	540	3.7	55
1040048	1	617	4.1	21
1040150	1	28	3	42
1040246	1	185	3.6	59
1040353	1	10	2.7	17
1040603	2	200	3.8	37
1040787	6	7272	1.9	21
1040841	3	119	1.7	25
1040878	1	204	1.8	36
1040891	1	499	0.3	36
1040912	1	527	2.5	16
1041232	1	335	0.4	41
1041299	1	419	1.9	39
1041375	1	161	3.7	44
1041518	1	114	2.1	24
1041954	1	136	1.6	24
1041963	4	880	2.1	36
1042011	1	391	1.2	28
1042056	1	127	2.2	47
1042068	1	889	3.7	31
1042197	1	164	3.5	48
1042229	3	261	2.3	32
1042298	2	501	3.4	24
1042382	1	247	1.4	30
1042430	4	1241	0.6	23
1042547	1	11	0.7	25
1042622	1	160	2.4	28
1042718	1	125	0.7	52
1043041	2	366	3.4	41
1043181	1	86	0.3	49
1043190	1	488	3.7	63
1043229	1	1245	3	26
1043394	1	283	2.1	29
1043418	1	365	1	26
1043438	1	229	0.6	47
1043670	2	470	2.5	37
1043955	1	439	2.3	30
1044122	3	1247	4	26
1044259	3	1257	3.3	59
1044351	1	549	2.4	54
1044421	1	126	4.3	30
1044790	1	102	2.9	23
1044883	1	473	2.7	36
1044907	10	454	1.4	38
1044927	2	165	3.6	30
1044985	1	307	0.6	19
1045075	2	30	2.6	30
1045227	2	906	1.9	51
1045536	2	328	3	27
1045710	2	1841	3.1	26
1045767	2	2018	3	47
1045823	2	475	3.5	30
1046440	1	705	0.4	16
1046601	1	215	2.9	49
1046730	1	433	3.6	16
1046860	1	144	0.7	19
1046888	1	126	3.5	35
1047355	1	702	2.3	33
1047382	2	296	3	34
1047541	1	225	4.1	35
1047544	11	721	1.7	31
1047586	1	349	1.2	48
1047723	3	123	3.5	45
1047921	1	630	3.6	45
1047998	1	409	2.3	26
1048014	1	232	0.8	35
1048035	1	394	1.7	37
1048072	1	216	2.9	26
1048316	3	49	2.7	52
1048326	2	620	2.8	46
1048386	2	496	2.8	20
1048575	1	670	2.8	72
1048633	1	198	4.2	30
1048717	1	627	1.3	23
1048965	1	161	1.7	50
1048978	1	227	1.6	50
1049044	2	662	3.7	46
1049111	1	649	3.4	54
1049205	1	205	1.7	32
1049290	1	122	3.6	51
1049570	5	1478	1.4	17
1049699	1	457	1.9	16
1049964	1	127	3.1	35
1050119	2	273	2.8	29
1050391	3	518	2.8	38
1050442	1	210	1.8	45
1050589	6	964	0.8	51
1050635	4	1480	2.1	40
1050670	1	513	0.5	43
1050809	1	709	2.1	24
1050971	1	411	1.8	30
1050983	1	301	3.3	25
1051007	2	1404	0.2	28
1051091	2	1265	2.4	20
1051138	4	1095	1.9	19
1051227	1	283	0.7	22
1051254	1	965	1.6	37
1051285	1	821	1.6	49
1051295	5	1061	3.4	50
1051379	2	573	3.9	54
1051459	1	364	3.6	31
1051542	1	352	2.8	43
1052031	3	371	1.6	23
1052119	1	879	2.2	51
1052175	1	126	3.2	28
1052409	2	684	0.8	51
1052446	1	75	3.3	35
1052487	5	1238	1.8	37
1052766	44	1099	3.5	46
1052929	1	70	3.4	26
1053369	4	3589	2	47
1053445	1	298	0.3	22
1053452	1	245	1.5	29
1053746	1	10	4.2	33
1053991	1	317	2.9	55
1053997	1	637	1.1	24
1054065	1	41	1.5	42
1054066	1	224	3.8	20
1054091	2	19813	2	16
1054159	1	382	1.2	47
1054349	1	603	3.2	36
1054460	1	83	2.5	56
1054548	4	2171	2.3	31
1054562	1	114	1.3	49
1054625	1	449	2	36
1054700	1	25	3.7	30
1054879	1	120	1.1	19
1054883	1	508	2.5	31
1054900	1	149	4.3	36
1055027	1	1869	2.7	41
1055377	1	325	0.6	28
1055498	2	288	2.3	21
1056027	6	1352	2.5	19
1056252	1	1039	1	54
1056302	1	115	1.6	20
1056370	1	95	0.9	25
1056745	1	10	2.3	26
1056746	1	78	1.8	29
1056772	5	2298	2.4	33
1056781	12	2644	1.1	32
1056792	2	1451	0.6	54
1056810	10	5163	1.8	30
1056820	1	213	3	32
1057055	1	709	3.6	52
1057143	1	283	0.9	51
1057542	1	160	2.8	47
1057738	1	179	3.4	44
1058133	1	8760	4.1	22
1058161	2	1118	3.9	15
1058360	1	458	3.7	32
1058488	1	159	3.8	42
1058762	11	4467	2.4	56
1058869	1	164	4.4	32
1058988	1	32	1.6	17
1058992	1	175	3.1	37
1059214	1	228	3.4	39
1059666	1	465	1.9	21
1059743	1	251	4	22
1059877	1	592	4.3	26
1059959	1	375	3.1	45
1060046	1	38	1.3	41
1060161	3	538	2.7	41
1060434	1	545	3.5	58
1060535	6	337	0.4	24
1060849	3	424	3.9	59
1060983	1	103	2.1	38
1061304	1	169	0.1	32
1061334	1	191	0.7	23
1061364	2	385	3.5	60
1061494	1	260	1.4	41
1061537	1	181	2	22
1061543	1	31	1.7	33
1061563	1	386	1.5	69
1061837	1	198	3.5	51
1062088	6	1662	2	20
1062153	1	909	4.3	42
1062349	1	922	2.2	24
1062602	1	347	1.3	18
1062810	2	357	2.1	31
1062959	4	701	1.2	21
1062988	10	788	1.1	21
1063173	4	6860	1.9	27
1063238	1	374	3.7	18
1063269	1	556	0.6	30
1063284	2	263	1.5	20
1063314	1	10	3.2	49
1063321	2	973	1.4	21
1064015	7	1925	1.8	16
1064159	1	325	1.9	50
1064380	2	1170	1.9	17
1064418	9	78	1.8	41
1064477	4	1398	0.7	17
1064575	1	733	2.3	42
1064655	4	946	3	39
1064705	1	45	3.3	45
1064973	2	486	2.1	17
1065204	1	136	0.8	35
1065220	6	2390	2.4	24
1065312	4	205	1.3	21
1065476	1	267	2.1	35
1065497	1	107	4.2	60
1065509	3	676	2.6	15
1065618	2	69	2.4	32
1065689	1	156	3	46
1065736	1	501	4.3	53
1065808	4	1737	4.4	45
1065855	1	214	3.7	31
1065876	1	481	3.6	51
1066087	5	3799	2.2	26
1066314	1	319	1.5	17
1066384	1	369	4	24
1066388	17	2648	2	15
1066982	1	755	1.3	36
1067254	1	808	3.1	25
1067965	1	301	4.4	32
1067997	3	840	1.5	42
1068011	2	497	2.3	15
1068052	1	170	3.7	34
1068070	1	233	0	31
1068145	4	898	3.4	50
1068190	1	19	0.3	24
1068195	1	20	2.6	21
1068288	2	1211	3.1	38
1068804	1	62	4.2	33
1068838	1	452	3.2	55
1068990	2	80	1.8	21
1069109	1	1135	4.4	39
1069204	1	198	1.2	36
1069411	1	187	2.9	18
1069414	1	735	1.8	19
1069614	1	318	3	24
1069908	1	395	2.6	46
1070043	1	258	1.1	49
1070536	1	97	3.5	57
1070807	1	735	1.8	51
1070864	2	327	2.1	31
1070879	2	134	2.7	37
1071062	1	273	0.1	43
1071176	1	146	1.1	32
1071244	1	347	4.3	39
1071335	1	215	0.4	33
1071388	1	127	3.2	21
1071777	1	79	2	37
1071818	1	179	0.3	41
1071838	2	747	2.2	24
1071852	1	42	2.3	55
1072017	1	91	0.8	48
1072465	1	290	3.2	43
1072506	1	302	3.1	45
1072516	2	1258	4.5	22
1073005	3	891	1.6	45
1073280	2	351	2.1	56
1073463	2	299	1.5	45
1073510	1	448	1.8	41
1073577	1	120	4.3	70
1073595	3	524	2	42
1073682	1	578	2.9	46
1073694	1	220	2.3	47
1073832	1	10	1	21
1073891	1	285	1.2	30
1073923	2	883	3.2	45
1073935	1	426	2.6	39
1074028	1	1055	3.2	59
1074130	1	196	3.3	61
1074500	1	209	3	45
1074580	2	300	3.9	41
1074621	1	185	1.3	45
1074954	3	593	3.5	43
1074967	1	19	0.8	28
1074990	1	669	1.8	51
1075116	13	4478	2.3	42
1075372	1	43	2.6	43
1075531	5	2273	2.8	21
1075583	2	181	2.7	26
1075691	1	1057	2.6	42
1075777	2	303	3.5	23
1076328	1	241	1.1	44
1076447	2	724	3.8	52
1076795	1	36	4.2	44
1076898	1	399	3.8	47
1076989	1	836	2.6	48
1077082	2	427	0.4	16
1077219	1	353	3.8	54
1077425	1	1133	2.7	25
1077591	1	23	1.7	38
1077609	1	371	1.3	17
1077624	1	525	3.2	42
1077629	1	326	3.6	52
1077668	3	1462	3.8	49
1077804	1	219	4.4	15
1077855	1	197	3.5	19
1077954	3	3269	2.1	30
1078362	2	793	2.2	39
1078578	1	257	1.4	32
1078650	1	10	1.9	45
1078949	2	883	2.4	49
1079019	1	511	2.9	39
1079028	1	102	2.7	28
1079099	1	130	1.3	16
1079526	1	148	1.6	49
1079537	2	193	0	45
1079587	1	21	2.6	29
1079650	1	276	1	44
1079927	2	118	4.5	25
1079970	1	20	3.3	23
1079973	1	423	3	49
1080216	1	689	2.4	25
1080308	1	54	1.2	23
1080368	1	499	0	28
1080500	1	360	0.7	25
1080523	2	516	2.3	20
1080791	1	581	3.8	34
1080871	1	217	2.3	26
1080894	1	146	2.1	54
1081226	1	397	3.3	55
1081748	1	1686	3.8	41
1081812	3	1417	2.5	21
1081984	1	344	4	43
1082040	1	258	3.7	32
1082047	1	733	0.4	24
1082062	1	182	3.4	43
1082160	1	69	3.3	37
1082279	1	299	2.6	47
1082297	1	773	2.9	53
1082347	1	292	0.9	44
1082534	1	1735	3.2	59
1082563	1	278	1.7	25
1082882	1	486	2	38
1082940	1	590	3.9	29
1082951	2	2156	3.4	29
1083111	1	203	2.3	46
1083278	1	113	0.3	25
1083343	1	297	2.7	25
1083563	1	115	1.2	26
1083599	19	4797	2.2	30
1083703	1	40	4.4	58
1083743	1	31	2	22
1083959	1	479	2	55
1084158	1	99	3.9	33
1084161	1	348	3.1	17
1084237	1	208	1.3	41
1084284	1	88	2.2	26
1084366	1	1046	1.6	35
1084696	14	646	2.7	53
1085493	3	544	1.5	48
1085515	1	345	3	25
1085753	2	716	4.2	46
1085961	1	50	2.7	34
1086000	1	888	0.5	37
1086171	1	310	0.8	44
1086553	1	427	2.8	54
1086637	2	190	2.2	35
1086733	1	259	1.6	16
1087021	1	54	2.9	26
1087129	2	240	1.2	15
1087451	1	438	3.2	37
1087550	1	251	2.5	42
1087617	1	282	3	42
1087757	2	16	2.2	44
1088295	1	223	1.8	45
1088978	1	75	2.9	32
1089098	1	419	3.9	53
1089191	1	459	1.8	33
1089307	1	139	0.4	17
1089388	1	1343	3.4	46
1089648	1	476	0.9	50
1089797	1	10	1.7	35
1089852	1	236	3.2	33
1089947	1	308	2	46
1090221	1	479	3.4	35
1090408	1	433	1.6	30
1090593	1	59	1.8	50
1090600	7	2033	2	49
1090899	2	628	3	18
1090968	1	154	4.3	67
1091323	2	1477	2.6	41
1091393	1	224	1.5	37
1091477	14	4222	2.4	17
1091546	1	409	1.2	16
1091557	1	186	3	38
1091620	1	716	2.4	21
1091640	1	635	3.7	16
1091710	1	503	3.5	44
1092430	1	253	3.6	56
1092437	1	149	4.2	16
1092575	1	625	2.3	21
1092815	1	27	1.7	23
1092942	2	496	3.3	44
1092957	2	584	1.6	28
1093008	1	58	3.9	21
1093445	1	128	2	47
1093511	1	91	3	36
1093520	3	1401	2.6	23
1093822	1	76	1.6	16
1093840	1	168	3	50
1094092	4	1463	1.5	26
1094102	12	1022	3	54
1094143	1	381	3	21
1094443	1	86	3.6	34
1094493	4	541	2.6	32
1094645	1	160	0.8	22
1094664	1	329	4	37
1094962	1	55	4.1	46
1095183	1	455	3.2	65
1095534	1	135	3.4	36
1095561	1	570	3	41
1095603	1	123	2.4	19
1095630	1	385	3.5	56
1095745	1	61	2.4	35
1095928	1	863	3.9	67
1096046	1	65	2.7	22
1096093	2	239	0.7	30
1096226	4	1813	1.4	49
1096463	1	429	3	48
1096481	1	428	4.2	40
1096561	1	434	3.2	58
1096765	2	722	2.7	26
1097106	2	897	3.4	27
1097116	6	412	3.9	60
1097395	1	367	2.4	32
1097535	1	71	1.6	17
1097653	1	82	1.5	37
1097871	2	1183	3.1	30
1097958	1	825	1.2	20
1098512	1	1129	4.1	22
1098558	2	389	2.9	52
1098938	1	66	3.8	64
1099091	1	498	4.5	38
1099348	17	15213	1.3	38
1099378	2	1243	0.2	19
1099409	1	229	2.3	24
1099420	1	104	2.8	71
1099447	1	274	1.3	31
1099605	1	276	3.3	43
1099727	1	113	1.8	53
1099887	1	273	2.4	46
1099934	2	457	2.9	43
1099935	1	10	3.8	33
1099954	3	434	3.5	38
1099972	1	298	1.8	31
1100065	1	49	3.5	15
1100135	1	229	2.5	41
1100229	1	1561	1.9	50
1100336	1	1110	0.6	46
1100668	1	206	0	28
1100838	1	486	1.3	50
1100847	1	140	0.8	20
1101009	2	147	1	21
1101047	1	112	2.9	32
1101065	2	216	2.8	42
1101068	1	472	2	19
1101090	3	1709	2.6	24
1101403	1	64	3.8	50
1101485	1	187	1.6	44
1101665	14	3077	1.9	59
1101769	8	2558	1.6	33
1101861	60	40000	1.7	56
1101923	3	758	2.4	35
1102239	3	562	2.9	38
1102438	36	19960	1.7	39
1102870	1	122	3.9	29
1103147	1	150	3.1	66
1103239	1	649	5.1	16
1103408	1	38	1.1	35
1103453	4	353	1.6	41
1103497	1	115	4.4	30
1103524	1	100	0.2	38
1103676	1	654	0.3	50
1104257	2	1428	1.6	57
1104552	1	498	0.7	43
1104720	1	310	3	37
1104796	1	1229	2.2	23
1104947	4	1114	1.6	28
1104963	12	2026	2.3	16
1105503	1	483	2.4	19
1105513	9	2162	2.4	15
1105788	2	128	2.2	16
1105853	7	1920	1.9	40
1105876	5	1308	1.6	49
1105898	6	1270	2.7	61
1105930	4	4055	0.8	29
1106055	1	371	2.4	36
1106120	1	851	4.2	39
1106226	36	4966	1.8	33
1106323	1	59	1.8	42
1106339	1	267	1.8	55
1106629	2	1218	1.3	68
1106633	1	811	2.6	35
1106961	1	336	2.2	20
1106963	1	225	3	28
1107140	1	89	1.1	46
1107311	2	44	2.2	44
1107360	1	433	3.1	34
1107460	2	191	2	16
1107702	1	176	3.9	42
1107744	16	2287	2.2	63
1107937	1	188	1.9	49
1108349	7	2014	0	52
1108493	1	524	3.7	43
1108758	31	6648	2.3	42
1108914	11	630	2.6	21
1108969	1	366	0.8	22
1109003	5	2420	2.6	51
1109524	1	371	0.7	30
1109590	4	762	2.4	35
1109609	9	3549	1.7	34
1109675	22	1724	2	27
1109892	1	768	1.2	28
1110021	1	252	4	50
1110027	1	104	0.9	22
1110035	40	3325	1.8	63
1110199	36	6312	3.2	56
1110230	28	1140	3.6	51
1110249	2	214	3.2	44
1110289	13	1447	1.6	27
1110609	79	31199	2.1	51
1110735	2	534	2.9	43
1110966	5	2166	1.7	52
1111064	4	2317	3	35
1111111	158	15279	2.1	54
1111181	18	3680	2.3	45
1111564	8	2787	2.1	51
1111622	10	4931	2.5	44
1111716	1	297	3.8	54
1112270	46	24669	3.5	47
1112437	26	17125	3.3	31
1112441	137	42905	1	15
1112552	15	1907	3.6	21
1112557	39	15558	2.6	57
1112702	3	1161	1.3	30
1112955	14	9147	1.8	40
1113023	2	1746	2.8	37
1113041	1	369	3.6	32
1113116	103	24464	2	42
1113297	2	920	1.3	22
1113493	3	677	3.1	33
1113790	1	79	1.1	51
1113831	16	3544	2.5	41
1114016	19	7360	2.4	56
1114041	27	1932	3.3	56
1114048	30	14716	4.3	28
1114128	17	1548	1.4	49
1114185	1	191	3.2	17
1114199	2	1458	2.9	21
1114266	1	461	1.8	48
1114681	8	1868	0.6	42
1114785	5	1301	1.4	19
1114819	35	10776	2.5	49
1114864	1	237	3.4	20
1114966	5	3494	1.1	40
1115064	3	1226	3.1	55
1115077	1	349	0.2	43
1115595	2	344	2.7	37
1115767	3	71	3.5	36
1115949	11	1176	2.5	51
1115975	12	1475	2.7	42
1116144	1	315	1.1	48
1116522	82	11943	2.2	45
1116671	40	517	1.4	46
1116856	1	1857	0	41
1116886	1	364	2	31
1116963	62	25417	2.4	40
1117001	5	278	2.1	37
1117256	10	2545	2.5	33
1117649	3	1217	1.8	16
1117731	10	1508	2.9	42
1117847	36	2420	2	34
1117955	9	1509	1.1	16
1118060	4	1795	3.1	45
1118376	3	505	2.8	42
1118422	11	5104	1.3	20
1118604	1	270	2.6	28
1118621	1	115	3.8	18
1118983	1	750	1	47
1119155	1	207	2.7	18
1119165	2	306	1.6	43
1119568	1	48	1.9	34
1119637	1	1645	2	22
1119647	1	20	2.2	35
1119966	42	20746	1.9	32
1120194	1	67	2.1	28
1120280	1	330	2.2	24
1120370	2	1507	0.6	59
1120531	18	345	2	22
1120543	5	2797	2.2	16
1120682	8	2877	1.7	52
1120752	23	12290	2.6	50
1121010	32	4559	2.5	29
1121048	44	15561	2	20
1121084	1	862	3.2	27
1121109	12	2025	1.1	48
1121364	6	1398	1.9	26
1121473	1	340	3.1	39
1121913	1	305	3.1	52
1122045	1	13	3.6	15
1122224	1	318	3	47
1122276	41	5732	2.5	16
1122393	1	439	2.2	64
1122402	1	58	3.9	31
1122534	3	1150	3.7	18
1122613	29	4988	2.6	26
1122716	7	1760	1.7	47
1122903	61	3502	1.2	31
1122906	2	3592	3.1	43
1122988	24	8133	2.6	33
1123103	9	7316	2.2	55
1123125	22	2881	2.2	15
1123373	4	988	2.7	27
1123382	6	2995	2.4	39
1123396	15	4341	2.7	37
1123439	49	12374	3	34
1123453	4	1261	2.1	31
1123530	1	62	2.9	54
1123608	1	222	2.7	42
1123622	26	4090	0.9	42
1124045	6	5846	2.9	50
1124440	1	675	1.2	42
1124647	2	1575	1.3	60
1124896	1	1617	0.9	47
1125238	1	623	4.6	20
1125241	1	712	2	38
1125399	1	86	3.2	49
1125718	1	419	3.5	53
1125867	1	111	2.8	50
1125877	1	261	2.7	15
1126157	1	319	2.2	53
1126282	1	185	1.7	15
1126349	1	154	1.8	30
1126368	1	321	1.3	31
1126423	1	274	2.7	23
1126529	34	11152	3	52
1126626	27	5265	2.7	52
1126719	2	1316	1.6	18
1126842	12	1149	0.6	31
1126889	26	16808	1.7	27
1127009	41	11947	1.4	15
1127355	1	245	2.5	54
1127423	14	6278	2.8	24
1127644	1	1322	1.5	29
1127664	1	12	2	46
1127778	2	244	4	17
1127832	5	1919	3	15
1128098	1	522	3.4	32
1128099	1	340	4.4	61
1128201	1	741	1.9	54
1128423	1	518	1	41
1128494	1	441	3.6	27
1128616	1	180	2.8	71
1128637	1	238	1.2	36
1128663	1	132	1.9	57
1128689	1	275	2.4	58
1128811	1	77	4.1	34
1129106	1	67	3.3	49
1129709	5	538	3.4	22
1129908	1	436	0.6	26
1130021	1	251	2.6	25
1130373	17	8533	2.1	33
1130419	4	1343	2.8	40
1130522	4	2014	4.3	52
1130612	1	807	3.1	45
1130799	14	6527	2.9	55
1130817	3	960	2.2	23
1130909	13	2922	4.5	25
1130975	61	19900	3.6	26
1131016	3	1696	2.3	15
1131199	1	84	1.1	40
1131409	38	2125	2.2	54
1131534	2	464	3.4	51
1131652	2	485	0.4	46
1131737	2	1464	2.9	32
1131775	16	6499	2.7	30
1131843	14	7197	3.7	16
1131955	1	98	2.2	30
1132249	82	20602	1.9	48
1132427	3	776	1.7	44
1132473	26	3535	2.3	45
1132847	3	222	2.7	36
1132868	3	53	1.8	43
1132957	26	8016	2.2	42
1132990	3	4098	1.5	23
1133047	15	6247	2.3	47
1133065	3	721	1.7	35
1133074	2	322	1.6	37
1133123	24	10279	2.2	53
1133128	64	11373	2	33
1133187	11	6278	2.6	30
1133197	16	534	2.8	46
1133200	1	140	2.5	41
1133579	21	1909	2.3	32
1133872	1	170	0.1	16
1133880	10	538	3.3	18
1133911	3	2499	2	29
1133921	6	783	2.8	46
1133941	6	1084	2.2	18
1134157	4	1081	3.3	26
1134322	20	12740	2.3	27
1134483	2	416	3.6	65
1134878	10	213	1.6	16
1134890	2	61	2.2	38
1134926	4	184	3.6	46
1135026	3	3043	3.1	28
1135074	18	6964	2.4	57
1135164	44	20395	1.4	31
1135312	1	748	2.3	40
1135651	1	2269	3.4	44
1135757	1	89	0.6	54
1135903	19	14024	2.9	27
1135935	4	131	2	26
1136582	1	106	2.9	31
1136630	24	5091	1.6	32
1136893	13	365	1.3	39
1136951	6	109	1	39
1137030	10	8870	3.2	48
1137144	11	3985	2.3	50
1137169	71	46526	1.4	47
1137224	36	31	2.6	28
1137270	2	1014	1.6	44
1137442	1	598	3.3	53
1137622	68	17545	2.1	29
1137737	12	5789	2.5	60
1137745	43	22530	1.9	21
1137811	3	519	3	56
1138179	1	203	3	31
1138386	17	4823	2.8	59
1138603	3	924	2.7	47
1138643	2	694	4	18
1138683	3	627	2.8	24
1138813	1	38	3.2	32
1138814	13	2196	1.2	39
1138915	1	340	3.5	46
1139013	58	21518	2.1	25
1139065	8	39	2.8	39
1139237	3	366	0.7	47
1139421	5	914	2.7	23
1139674	3	1061	2.7	16
1140247	21	4334	1.6	46
1140448	2	1076	0.7	59
1140472	61	4154	2.2	32
1140782	45	22127	2.6	39
1140847	7	3666	2.5	38
1140902	7	2885	3.3	44
1141159	8	1727	4.3	45
1141298	62	40134	2.3	19
1141559	1	283	2.1	38
1141727	1	471	3.2	42
1141764	3	1259	2.4	57
1141824	11	691	1.9	41
1141887	27	4571	1.7	49
1142039	5	1395	2.4	53
1142134	1	1534	2.6	17
1142543	20	4227	2.3	19
1142550	7	3016	3.8	40
1142639	89	46889	2.4	37
1142738	4	79	1	23
1142915	1	241	2.2	30
1143024	42	12038	2.2	28
1143183	6	4391	1.6	25
1143193	3	1137	0.7	20
1143234	23	8794	2.6	41
1143474	84	21553	1.9	44
1143667	14	7448	3.3	50
1143680	1	1050	1.1	47
1143717	15	1791	2.1	19
1143867	9	886	1.8	53
1143873	7	2117	2.8	43
1143927	9	203	1.8	21
1143994	2	704	2.7	26
1144086	12	8208	2.5	45
1144204	49	4920	1.6	39
1144413	18	2163	2.4	26
1144519	39	7026	2.6	49
1144527	9	680	0	48
1144580	2	836	2.4	17
1144619	9	301	1.5	21
1144633	12	5491	2.3	32
1144699	3	1129	1.6	43
1144808	4	519	2.4	26
1144870	12	972	3.4	41
1145081	4	83	1.5	37
1145152	7	1142	2.8	37
1145199	5	1208	1.7	52
1145359	8	1766	3.3	44
1145443	1	389	1.2	55
1145544	39	10156	2.6	26
1145560	3	1088	2.2	42
1145608	39	46928	1.8	23
1145642	30	1745	3.1	18
1145674	15	7115	2	16
1145913	19	1144	1.4	16
1145950	4	1305	3.7	33
1145964	9	2281	3.5	29
1146115	7	1673	2.2	15
1146345	6	1298	1.9	24
1146522	23	5876	0.7	48
1146618	24	3293	1.4	38
1146623	25	5719	3.3	50
1146700	3	1146	2.4	32
1146844	1	11	3.5	48
1147037	2	272	2	29
1147206	1	97	1.7	35
1147372	5	1288	2.4	20
